instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,total,time_of_day
11104,2012-04-12,Summer,1,Apr,20,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.33,0.2537,26,254,280,Night
11105,2012-04-12,Summer,1,Apr,21,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.1343,13,174,187,Night
11106,2012-04-12,Summer,1,Apr,22,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.194,15,143,158,Night
11107,2012-04-12,Summer,1,Apr,23,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.194,8,86,94,Night
11108,2012-04-13,Summer,1,Apr,0,0,Fri,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.2537,14,41,55,Morning
11109,2012-04-13,Summer,1,Apr,1,0,Fri,1,Clear/Partly Cloudy,0.36,0.3485,0.46,0.194,2,28,30,Morning
11110,2012-04-13,Summer,1,Apr,2,0,Fri,1,Clear/Partly Cloudy,0.34,0.3333,0.49,0.194,6,5,11,Morning
11111,2012-04-13,Summer,1,Apr,3,0,Fri,1,Clear/Partly Cloudy,0.34,0.3333,0.61,0.1642,3,8,11,Morning
11112,2012-04-13,Summer,1,Apr,4,0,Fri,1,Misty/Cloudy,0.34,0.3333,0.53,0.1343,1,4,5,Morning
11113,2012-04-13,Summer,1,Apr,5,0,Fri,1,Misty/Cloudy,0.34,0.3333,0.53,0.1642,2,19,21,Morning
11114,2012-04-13,Summer,1,Apr,6,0,Fri,1,Clear/Partly Cloudy,0.32,0.3182,0.57,0.1642,0,84,84,Morning
11115,2012-04-13,Summer,1,Apr,7,0,Fri,1,Clear/Partly Cloudy,0.34,0.3182,0.61,0.2239,13,283,296,Morning
11116,2012-04-13,Summer,1,Apr,8,0,Fri,1,Clear/Partly Cloudy,0.38,0.3939,0.46,0.1642,24,539,563,Afternoon
11117,2012-04-13,Summer,1,Apr,9,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.41,0.1642,36,294,330,Afternoon
11118,2012-04-13,Summer,1,Apr,10,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.38,0.194,59,133,192,Afternoon
11119,2012-04-13,Summer,1,Apr,11,0,Fri,1,Clear/Partly Cloudy,0.46,0.4545,0.36,0.1343,75,158,233,Afternoon
11120,2012-04-13,Summer,1,Apr,12,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.0,104,218,322,Afternoon
11121,2012-04-13,Summer,1,Apr,13,0,Fri,1,Clear/Partly Cloudy,0.52,0.5,0.27,0.2836,112,246,358,Afternoon
11122,2012-04-13,Summer,1,Apr,14,0,Fri,1,Clear/Partly Cloudy,0.52,0.5,0.27,0.0,125,223,348,Afternoon
11123,2012-04-13,Summer,1,Apr,15,0,Fri,1,Clear/Partly Cloudy,0.54,0.5152,0.28,0.2537,115,237,352,Afternoon
11124,2012-04-13,Summer,1,Apr,16,0,Fri,1,Clear/Partly Cloudy,0.56,0.5303,0.26,0.2537,113,350,463,Night
11125,2012-04-13,Summer,1,Apr,17,0,Fri,1,Clear/Partly Cloudy,0.56,0.5303,0.24,0.1642,117,621,738,Night
11126,2012-04-13,Summer,1,Apr,18,0,Fri,1,Clear/Partly Cloudy,0.54,0.5152,0.26,0.1343,107,564,671,Night
11127,2012-04-13,Summer,1,Apr,19,0,Fri,1,Clear/Partly Cloudy,0.54,0.5152,0.24,0.1642,75,352,427,Night
11128,2012-04-13,Summer,1,Apr,20,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.29,0.1343,44,242,286,Night
11129,2012-04-13,Summer,1,Apr,21,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.36,0.0,36,153,189,Night
11130,2012-04-13,Summer,1,Apr,22,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.1045,34,181,215,Night
11131,2012-04-13,Summer,1,Apr,23,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.62,0.0896,35,163,198,Night
11132,2012-04-14,Summer,1,Apr,0,0,Sat,0,Clear/Partly Cloudy,0.4,0.4091,0.58,0.1343,11,85,96,Morning
11133,2012-04-14,Summer,1,Apr,1,0,Sat,0,Clear/Partly Cloudy,0.4,0.4091,0.58,0.1343,10,60,70,Morning
11134,2012-04-14,Summer,1,Apr,2,0,Sat,0,Clear/Partly Cloudy,0.38,0.3939,0.66,0.1343,3,53,56,Morning
11135,2012-04-14,Summer,1,Apr,3,0,Sat,0,Clear/Partly Cloudy,0.36,0.3636,0.66,0.0896,6,26,32,Morning
11136,2012-04-14,Summer,1,Apr,4,0,Sat,0,Clear/Partly Cloudy,0.36,0.3636,0.71,0.1045,5,9,14,Morning
11137,2012-04-14,Summer,1,Apr,5,0,Sat,0,Clear/Partly Cloudy,0.36,0.3636,0.66,0.1045,2,5,7,Morning
11138,2012-04-14,Summer,1,Apr,6,0,Sat,0,Clear/Partly Cloudy,0.34,0.3333,0.76,0.1642,2,19,21,Morning
11139,2012-04-14,Summer,1,Apr,7,0,Sat,0,Clear/Partly Cloudy,0.36,0.3636,0.71,0.1045,8,56,64,Morning
11140,2012-04-14,Summer,1,Apr,8,0,Sat,0,Clear/Partly Cloudy,0.36,0.3485,0.71,0.1343,24,136,160,Afternoon
11141,2012-04-14,Summer,1,Apr,9,0,Sat,0,Clear/Partly Cloudy,0.42,0.4242,0.54,0.1343,59,206,265,Afternoon
11142,2012-04-14,Summer,1,Apr,10,0,Sat,0,Clear/Partly Cloudy,0.46,0.4545,0.51,0.1642,139,267,406,Afternoon
11143,2012-04-14,Summer,1,Apr,11,0,Sat,0,Clear/Partly Cloudy,0.52,0.5,0.45,0.194,207,357,564,Afternoon
11144,2012-04-14,Summer,1,Apr,12,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.35,0.2537,274,404,678,Afternoon
11145,2012-04-14,Summer,1,Apr,13,0,Sat,0,Clear/Partly Cloudy,0.62,0.6212,0.33,0.2985,308,370,678,Afternoon
11146,2012-04-14,Summer,1,Apr,14,0,Sat,0,Misty/Cloudy,0.64,0.6212,0.27,0.4478,288,372,660,Afternoon
11147,2012-04-14,Summer,1,Apr,15,0,Sat,0,Misty/Cloudy,0.64,0.6212,0.27,0.3582,311,347,658,Afternoon
11148,2012-04-14,Summer,1,Apr,16,0,Sat,0,Misty/Cloudy,0.64,0.6212,0.27,0.3582,253,329,582,Night
11149,2012-04-14,Summer,1,Apr,17,0,Sat,0,Misty/Cloudy,0.62,0.6212,0.33,0.2537,251,309,560,Night
11150,2012-04-14,Summer,1,Apr,18,0,Sat,0,Misty/Cloudy,0.62,0.6212,0.35,0.2239,197,284,481,Night
11151,2012-04-14,Summer,1,Apr,19,0,Sat,0,Misty/Cloudy,0.6,0.6212,0.4,0.1642,163,296,459,Night
11152,2012-04-14,Summer,1,Apr,20,0,Sat,0,Misty/Cloudy,0.56,0.5303,0.46,0.1343,112,209,321,Night
11153,2012-04-14,Summer,1,Apr,21,0,Sat,0,Misty/Cloudy,0.56,0.5303,0.43,0.1343,53,167,220,Night
11154,2012-04-14,Summer,1,Apr,22,0,Sat,0,Misty/Cloudy,0.54,0.5152,0.52,0.1642,64,148,212,Night
11155,2012-04-14,Summer,1,Apr,23,0,Sat,0,Misty/Cloudy,0.54,0.5152,0.56,0.194,45,151,196,Night
11156,2012-04-15,Summer,1,Apr,0,0,Sun,0,Misty/Cloudy,0.54,0.5152,0.56,0.194,30,94,124,Morning
11157,2012-04-15,Summer,1,Apr,1,0,Sun,0,Misty/Cloudy,0.54,0.5152,0.56,0.1642,17,89,106,Morning
11158,2012-04-15,Summer,1,Apr,2,0,Sun,0,Misty/Cloudy,0.54,0.5152,0.56,0.1045,20,54,74,Morning
11159,2012-04-15,Summer,1,Apr,3,0,Sun,0,Misty/Cloudy,0.52,0.5,0.59,0.1343,18,27,45,Morning
11160,2012-04-15,Summer,1,Apr,4,0,Sun,0,Misty/Cloudy,0.54,0.5152,0.52,0.0,2,10,12,Morning
11161,2012-04-15,Summer,1,Apr,5,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.68,0.1642,4,6,10,Morning
11162,2012-04-15,Summer,1,Apr,6,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.63,0.1343,5,11,16,Morning
11163,2012-04-15,Summer,1,Apr,7,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.63,0.1045,16,30,46,Morning
11164,2012-04-15,Summer,1,Apr,8,0,Sun,0,Clear/Partly Cloudy,0.52,0.5,0.59,0.0,33,64,97,Afternoon
11165,2012-04-15,Summer,1,Apr,9,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.56,0.2239,97,154,251,Afternoon
11166,2012-04-15,Summer,1,Apr,10,0,Sun,0,Clear/Partly Cloudy,0.58,0.5455,0.53,0.2239,186,235,421,Afternoon
11167,2012-04-15,Summer,1,Apr,11,0,Sun,0,Clear/Partly Cloudy,0.62,0.6212,0.46,0.2985,227,301,528,Afternoon
11168,2012-04-15,Summer,1,Apr,12,0,Sun,0,Clear/Partly Cloudy,0.64,0.6212,0.44,0.2836,275,360,635,Afternoon
11169,2012-04-15,Summer,1,Apr,13,0,Sun,0,Clear/Partly Cloudy,0.66,0.6212,0.44,0.2836,298,383,681,Afternoon
11170,2012-04-15,Summer,1,Apr,14,0,Sun,0,Clear/Partly Cloudy,0.7,0.6364,0.39,0.2836,282,346,628,Afternoon
11171,2012-04-15,Summer,1,Apr,15,0,Sun,0,Clear/Partly Cloudy,0.7,0.6364,0.39,0.3881,266,351,617,Afternoon
11172,2012-04-15,Summer,1,Apr,16,0,Sun,0,Clear/Partly Cloudy,0.72,0.6515,0.39,0.3582,286,330,616,Night
11173,2012-04-15,Summer,1,Apr,17,0,Sun,0,Clear/Partly Cloudy,0.7,0.6364,0.42,0.3284,262,361,623,Night
11174,2012-04-15,Summer,1,Apr,18,0,Sun,0,Clear/Partly Cloudy,0.7,0.6364,0.42,0.2537,184,295,479,Night
11175,2012-04-15,Summer,1,Apr,19,0,Sun,0,Clear/Partly Cloudy,0.7,0.6364,0.42,0.2537,114,265,379,Night
11176,2012-04-15,Summer,1,Apr,20,0,Sun,0,Clear/Partly Cloudy,0.64,0.6212,0.5,0.2239,86,205,291,Night
11177,2012-04-15,Summer,1,Apr,21,0,Sun,0,Clear/Partly Cloudy,0.62,0.6212,0.57,0.2537,76,153,229,Night
11178,2012-04-15,Summer,1,Apr,22,0,Sun,0,Clear/Partly Cloudy,0.68,0.6364,0.44,0.3582,37,97,134,Night
11179,2012-04-15,Summer,1,Apr,23,0,Sun,0,Clear/Partly Cloudy,0.66,0.6212,0.5,0.3881,25,65,90,Night
11180,2012-04-16,Summer,1,Apr,0,1,Mon,0,Clear/Partly Cloudy,0.64,0.6212,0.53,0.3284,15,26,41,Morning
11181,2012-04-16,Summer,1,Apr,1,1,Mon,0,Clear/Partly Cloudy,0.62,0.6061,0.61,0.3582,7,21,28,Morning
11182,2012-04-16,Summer,1,Apr,2,1,Mon,0,Clear/Partly Cloudy,0.6,0.6061,0.64,0.2537,5,9,14,Morning
11183,2012-04-16,Summer,1,Apr,3,1,Mon,0,Clear/Partly Cloudy,0.58,0.5455,0.68,0.194,3,5,8,Morning
11184,2012-04-16,Summer,1,Apr,4,1,Mon,0,Clear/Partly Cloudy,0.54,0.5152,0.77,0.2239,0,6,6,Morning
11185,2012-04-16,Summer,1,Apr,5,1,Mon,0,Clear/Partly Cloudy,0.54,0.5152,0.77,0.2239,4,34,38,Morning
11186,2012-04-16,Summer,1,Apr,6,1,Mon,0,Clear/Partly Cloudy,0.52,0.5,0.83,0.1642,10,123,133,Morning
11187,2012-04-16,Summer,1,Apr,7,1,Mon,0,Clear/Partly Cloudy,0.52,0.5,0.83,0.1343,20,367,387,Morning
11188,2012-04-16,Summer,1,Apr,8,1,Mon,0,Misty/Cloudy,0.56,0.5303,0.83,0.1642,48,549,597,Afternoon
11189,2012-04-16,Summer,1,Apr,9,1,Mon,0,Clear/Partly Cloudy,0.62,0.6061,0.69,0.2239,59,238,297,Afternoon
11190,2012-04-16,Summer,1,Apr,10,1,Mon,0,Clear/Partly Cloudy,0.62,0.6061,0.69,0.2537,75,149,224,Afternoon
11191,2012-04-16,Summer,1,Apr,11,1,Mon,0,Clear/Partly Cloudy,0.64,0.6061,0.65,0.2537,115,136,251,Afternoon
11192,2012-04-16,Summer,1,Apr,12,1,Mon,0,Clear/Partly Cloudy,0.68,0.6364,0.57,0.2537,75,196,271,Afternoon
11193,2012-04-16,Summer,1,Apr,13,1,Mon,0,Clear/Partly Cloudy,0.74,0.6667,0.45,0.2985,79,184,263,Afternoon
11194,2012-04-16,Summer,1,Apr,14,1,Mon,0,Clear/Partly Cloudy,0.76,0.6818,0.45,0.3284,105,183,288,Afternoon
11195,2012-04-16,Summer,1,Apr,15,1,Mon,0,Clear/Partly Cloudy,0.8,0.697,0.33,0.4478,81,194,275,Afternoon
11196,2012-04-16,Summer,1,Apr,16,1,Mon,0,Clear/Partly Cloudy,0.8,0.697,0.33,0.4627,92,266,358,Night
11197,2012-04-16,Summer,1,Apr,17,1,Mon,0,Clear/Partly Cloudy,0.8,0.697,0.33,0.3881,111,601,712,Night
11198,2012-04-16,Summer,1,Apr,18,1,Mon,0,Clear/Partly Cloudy,0.8,0.697,0.31,0.3881,87,589,676,Night
11199,2012-04-16,Summer,1,Apr,19,1,Mon,0,Clear/Partly Cloudy,0.76,0.6667,0.35,0.3881,61,461,522,Night
11200,2012-04-16,Summer,1,Apr,20,1,Mon,0,Clear/Partly Cloudy,0.74,0.6515,0.37,0.2985,48,327,375,Night
11201,2012-04-16,Summer,1,Apr,21,1,Mon,0,Clear/Partly Cloudy,0.68,0.6364,0.51,0.2537,39,232,271,Night
11202,2012-04-16,Summer,1,Apr,22,1,Mon,0,Clear/Partly Cloudy,0.68,0.6364,0.51,0.2537,35,179,214,Night
11203,2012-04-16,Summer,1,Apr,23,1,Mon,0,Clear/Partly Cloudy,0.7,0.6364,0.45,0.2985,24,97,121,Night
11204,2012-04-17,Summer,1,Apr,0,0,Tue,1,Clear/Partly Cloudy,0.66,0.6212,0.54,0.194,10,33,43,Morning
11205,2012-04-17,Summer,1,Apr,1,0,Tue,1,Clear/Partly Cloudy,0.64,0.6212,0.57,0.1642,6,5,11,Morning
11206,2012-04-17,Summer,1,Apr,2,0,Tue,1,Clear/Partly Cloudy,0.56,0.5303,0.83,0.1045,1,3,4,Morning
11207,2012-04-17,Summer,1,Apr,3,0,Tue,1,Clear/Partly Cloudy,0.56,0.5303,0.83,0.0896,0,6,6,Morning
11208,2012-04-17,Summer,1,Apr,4,0,Tue,1,Clear/Partly Cloudy,0.66,0.6212,0.44,0.2239,3,6,9,Morning
11209,2012-04-17,Summer,1,Apr,5,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.53,0.2537,1,29,30,Morning
11210,2012-04-17,Summer,1,Apr,6,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.46,0.2537,8,136,144,Morning
11211,2012-04-17,Summer,1,Apr,7,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.2537,18,443,461,Morning
11212,2012-04-17,Summer,1,Apr,8,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.2239,42,631,673,Afternoon
11213,2012-04-17,Summer,1,Apr,9,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.38,0.4925,71,329,400,Afternoon
11214,2012-04-17,Summer,1,Apr,10,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.38,0.4179,52,165,217,Afternoon
11215,2012-04-17,Summer,1,Apr,11,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.33,0.4179,65,174,239,Afternoon
11216,2012-04-17,Summer,1,Apr,12,0,Tue,1,Clear/Partly Cloudy,0.6,0.6212,0.33,0.3582,65,179,244,Afternoon
11217,2012-04-17,Summer,1,Apr,13,0,Tue,1,Clear/Partly Cloudy,0.62,0.6212,0.29,0.2537,52,187,239,Afternoon
11218,2012-04-17,Summer,1,Apr,14,0,Tue,1,Clear/Partly Cloudy,0.64,0.6212,0.27,0.2836,59,198,257,Afternoon
11219,2012-04-17,Summer,1,Apr,15,0,Tue,1,Clear/Partly Cloudy,0.66,0.6212,0.24,0.3284,91,217,308,Afternoon
11220,2012-04-17,Summer,1,Apr,16,0,Tue,1,Clear/Partly Cloudy,0.68,0.6212,0.22,0.3582,50,320,370,Night
11221,2012-04-17,Summer,1,Apr,17,0,Tue,1,Clear/Partly Cloudy,0.64,0.6061,0.25,0.2985,108,673,781,Night
11222,2012-04-17,Summer,1,Apr,18,0,Tue,1,Clear/Partly Cloudy,0.64,0.6061,0.25,0.2836,105,670,775,Night
11223,2012-04-17,Summer,1,Apr,19,0,Tue,1,Clear/Partly Cloudy,0.6,0.6061,0.26,0.2537,73,464,537,Night
11224,2012-04-17,Summer,1,Apr,20,0,Tue,1,Clear/Partly Cloudy,0.6,0.6061,0.23,0.2836,44,358,402,Night
11225,2012-04-17,Summer,1,Apr,21,0,Tue,1,Clear/Partly Cloudy,0.56,0.5303,0.26,0.2985,37,260,297,Night
11226,2012-04-17,Summer,1,Apr,22,0,Tue,1,Clear/Partly Cloudy,0.54,0.5152,0.3,0.2537,18,144,162,Night
11227,2012-04-17,Summer,1,Apr,23,0,Tue,1,Clear/Partly Cloudy,0.54,0.5152,0.32,0.2239,10,72,82,Night
11228,2012-04-18,Summer,1,Apr,0,0,Wed,1,Clear/Partly Cloudy,0.54,0.5152,0.32,0.1642,3,35,38,Morning
11229,2012-04-18,Summer,1,Apr,1,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.34,0.194,1,13,14,Morning
11230,2012-04-18,Summer,1,Apr,2,0,Wed,1,Misty/Cloudy,0.5,0.4848,0.42,0.194,1,8,9,Morning
11231,2012-04-18,Summer,1,Apr,3,0,Wed,1,Misty/Cloudy,0.5,0.4848,0.42,0.2239,0,6,6,Morning
11232,2012-04-18,Summer,1,Apr,4,0,Wed,1,Misty/Cloudy,0.5,0.4848,0.42,0.2836,0,7,7,Morning
11233,2012-04-18,Summer,1,Apr,5,0,Wed,1,Misty/Cloudy,0.5,0.4848,0.39,0.2836,0,34,34,Morning
11234,2012-04-18,Summer,1,Apr,6,0,Wed,1,Misty/Cloudy,0.5,0.4848,0.39,0.2836,6,128,134,Morning
11235,2012-04-18,Summer,1,Apr,7,0,Wed,1,Misty/Cloudy,0.5,0.4848,0.39,0.194,10,408,418,Morning
11236,2012-04-18,Summer,1,Apr,8,0,Wed,1,Light Snow/Rain,0.5,0.4848,0.39,0.194,25,551,576,Afternoon
11237,2012-04-18,Summer,1,Apr,9,0,Wed,1,Light Snow/Rain,0.48,0.4697,0.44,0.2985,20,245,265,Afternoon
11238,2012-04-18,Summer,1,Apr,10,0,Wed,1,Light Snow/Rain,0.48,0.4697,0.47,0.2239,31,116,147,Afternoon
11239,2012-04-18,Summer,1,Apr,11,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.47,0.2537,14,105,119,Afternoon
11240,2012-04-18,Summer,1,Apr,12,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.51,0.1045,15,95,110,Afternoon
11241,2012-04-18,Summer,1,Apr,13,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.59,0.0,13,51,64,Afternoon
11242,2012-04-18,Summer,1,Apr,14,0,Wed,1,Light Snow/Rain,0.44,0.4394,0.72,0.1045,8,43,51,Afternoon
11243,2012-04-18,Summer,1,Apr,15,0,Wed,1,Light Snow/Rain,0.42,0.4242,0.77,0.194,10,88,98,Afternoon
11244,2012-04-18,Summer,1,Apr,16,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.2239,36,199,235,Night
11245,2012-04-18,Summer,1,Apr,17,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.194,46,442,488,Night
11246,2012-04-18,Summer,1,Apr,18,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.0,27,478,505,Night
11247,2012-04-18,Summer,1,Apr,19,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.1343,26,342,368,Night
11248,2012-04-18,Summer,1,Apr,20,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.1045,8,252,260,Night
11249,2012-04-18,Summer,1,Apr,21,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.82,0.0896,24,165,189,Night
11250,2012-04-18,Summer,1,Apr,22,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.0896,9,153,162,Night
11251,2012-04-18,Summer,1,Apr,23,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.0,14,56,70,Night
11252,2012-04-19,Summer,1,Apr,0,0,Thu,1,Light Snow/Rain,0.42,0.4242,0.77,0.0,5,20,25,Morning
11253,2012-04-19,Summer,1,Apr,1,0,Thu,1,Light Snow/Rain,0.42,0.4242,0.77,0.1045,2,11,13,Morning
11254,2012-04-19,Summer,1,Apr,2,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.77,0.0,2,4,6,Morning
11255,2012-04-19,Summer,1,Apr,3,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.77,0.0,1,3,4,Morning
11256,2012-04-19,Summer,1,Apr,4,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.71,0.0,0,4,4,Morning
11257,2012-04-19,Summer,1,Apr,5,0,Thu,1,Clear/Partly Cloudy,0.4,0.4091,0.82,0.0,0,30,30,Morning
11258,2012-04-19,Summer,1,Apr,6,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.82,0.1045,4,116,120,Morning
11259,2012-04-19,Summer,1,Apr,7,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.82,0.1343,15,391,406,Morning
11260,2012-04-19,Summer,1,Apr,8,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.82,0.1045,26,651,677,Afternoon
11261,2012-04-19,Summer,1,Apr,9,0,Thu,1,Misty/Cloudy,0.46,0.4545,0.72,0.0,31,270,301,Afternoon
11262,2012-04-19,Summer,1,Apr,10,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.63,0.0896,46,143,189,Afternoon
11263,2012-04-19,Summer,1,Apr,11,0,Thu,1,Clear/Partly Cloudy,0.52,0.5,0.48,0.0,46,183,229,Afternoon
11264,2012-04-19,Summer,1,Apr,12,0,Thu,1,Clear/Partly Cloudy,0.54,0.5152,0.49,0.0,51,213,264,Afternoon
11265,2012-04-19,Summer,1,Apr,13,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.46,0.0,52,186,238,Afternoon
11266,2012-04-19,Summer,1,Apr,14,0,Thu,1,Clear/Partly Cloudy,0.58,0.5455,0.43,0.0,54,183,237,Afternoon
11267,2012-04-19,Summer,1,Apr,15,0,Thu,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.0,66,196,262,Afternoon
11268,2012-04-19,Summer,1,Apr,16,0,Thu,1,Clear/Partly Cloudy,0.62,0.6212,0.41,0.1045,63,324,387,Night
11269,2012-04-19,Summer,1,Apr,17,0,Thu,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.0896,85,663,748,Night
11270,2012-04-19,Summer,1,Apr,18,0,Thu,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.0896,99,677,776,Night
11271,2012-04-19,Summer,1,Apr,19,0,Thu,1,Clear/Partly Cloudy,0.58,0.5455,0.46,0.1343,70,516,586,Night
11272,2012-04-19,Summer,1,Apr,20,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.49,0.2239,52,352,404,Night
11273,2012-04-19,Summer,1,Apr,21,0,Thu,1,Clear/Partly Cloudy,0.52,0.5,0.55,0.1045,27,240,267,Night
11274,2012-04-19,Summer,1,Apr,22,0,Thu,1,Clear/Partly Cloudy,0.52,0.5,0.59,0.194,29,219,248,Night
11275,2012-04-19,Summer,1,Apr,23,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.63,0.1045,20,124,144,Night
11276,2012-04-20,Summer,1,Apr,0,0,Fri,1,Clear/Partly Cloudy,0.48,0.4697,0.67,0.1045,5,59,64,Morning
11277,2012-04-20,Summer,1,Apr,1,0,Fri,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.194,3,22,25,Morning
11278,2012-04-20,Summer,1,Apr,2,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.194,3,18,21,Morning
11279,2012-04-20,Summer,1,Apr,3,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.1045,1,9,10,Morning
11280,2012-04-20,Summer,1,Apr,4,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0.1045,0,3,3,Morning
11281,2012-04-20,Summer,1,Apr,5,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0.0,1,24,25,Morning
11282,2012-04-20,Summer,1,Apr,6,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.88,0.0,8,105,113,Morning
11283,2012-04-20,Summer,1,Apr,7,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0.0,9,350,359,Morning
11284,2012-04-20,Summer,1,Apr,8,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.94,0.0,32,668,700,Afternoon
11285,2012-04-20,Summer,1,Apr,9,0,Fri,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.0896,30,329,359,Afternoon
11286,2012-04-20,Summer,1,Apr,10,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.194,67,170,237,Afternoon
11287,2012-04-20,Summer,1,Apr,11,0,Fri,1,Clear/Partly Cloudy,0.54,0.5152,0.68,0.1642,64,190,254,Afternoon
11288,2012-04-20,Summer,1,Apr,12,0,Fri,1,Clear/Partly Cloudy,0.58,0.5455,0.53,0.194,102,260,362,Afternoon
11289,2012-04-20,Summer,1,Apr,13,0,Fri,1,Clear/Partly Cloudy,0.62,0.6212,0.43,0.194,105,276,381,Afternoon
11290,2012-04-20,Summer,1,Apr,14,0,Fri,1,Clear/Partly Cloudy,0.64,0.6212,0.44,0.2239,156,238,394,Afternoon
11291,2012-04-20,Summer,1,Apr,15,0,Fri,1,Clear/Partly Cloudy,0.64,0.6212,0.47,0.194,145,262,407,Afternoon
11292,2012-04-20,Summer,1,Apr,16,0,Fri,1,Clear/Partly Cloudy,0.66,0.6212,0.44,0.194,151,429,580,Night
11293,2012-04-20,Summer,1,Apr,17,0,Fri,1,Clear/Partly Cloudy,0.64,0.6212,0.47,0.2836,122,697,819,Night
11294,2012-04-20,Summer,1,Apr,18,0,Fri,1,Clear/Partly Cloudy,0.62,0.6212,0.5,0.2836,110,558,668,Night
11295,2012-04-20,Summer,1,Apr,19,0,Fri,1,Clear/Partly Cloudy,0.6,0.6212,0.53,0.194,82,410,492,Night
11296,2012-04-20,Summer,1,Apr,20,0,Fri,1,Clear/Partly Cloudy,0.58,0.5455,0.56,0.1642,52,289,341,Night
11297,2012-04-20,Summer,1,Apr,21,0,Fri,1,Clear/Partly Cloudy,0.56,0.5303,0.68,0.1343,35,252,287,Night
11298,2012-04-20,Summer,1,Apr,22,0,Fri,1,Clear/Partly Cloudy,0.54,0.5152,0.68,0.2537,26,176,202,Night
11299,2012-04-20,Summer,1,Apr,23,0,Fri,1,Clear/Partly Cloudy,0.52,0.5,0.72,0.1343,31,156,187,Night
11300,2012-04-21,Summer,1,Apr,0,0,Sat,0,Clear/Partly Cloudy,0.52,0.5,0.77,0.2239,31,111,142,Morning
11301,2012-04-21,Summer,1,Apr,1,0,Sat,0,Clear/Partly Cloudy,0.52,0.5,0.77,0.2239,24,64,88,Morning
